system:time_start,NO2_column_number_density
"Aug 15, 2019",
"Aug 15, 2019",
"Aug 15, 2019",
"Aug 15, 2019",
"Aug 15, 2019",
"Aug 15, 2019","93,294.422"
"Aug 15, 2019","101,128.3"
"Aug 15, 2019",
"Aug 15, 2019",
"Aug 15, 2019",
"Aug 15, 2019",
"Aug 15, 2019",
"Aug 15, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 16, 2019",
"Aug 17, 2019",
"Aug 17, 2019",
"Aug 17, 2019",
"Aug 17, 2019",
"Aug 17, 2019",
"Aug 17, 2019",
"Aug 17, 2019","100,849.04"
"Aug 17, 2019","108,668.542"
"Aug 17, 2019",
"Aug 17, 2019",
"Aug 17, 2019",
"Aug 17, 2019",
"Aug 17, 2019",
"Aug 17, 2019",
"Aug 18, 2019",
"Aug 18, 2019",
"Aug 18, 2019",
"Aug 18, 2019",
"Aug 18, 2019",
"Aug 18, 2019",
"Aug 18, 2019","94,226.018"
"Aug 18, 2019","77,260.889"
"Aug 18, 2019",
"Aug 18, 2019",
"Aug 18, 2019",
"Aug 18, 2019",
"Aug 18, 2019",
"Aug 18, 2019",
"Aug 19, 2019",
"Aug 19, 2019",
"Aug 19, 2019",
"Aug 19, 2019",
"Aug 19, 2019",
"Aug 19, 2019",
"Aug 19, 2019",
"Aug 19, 2019","99,865.375"
"Aug 19, 2019",
"Aug 19, 2019",
"Aug 19, 2019",
"Aug 19, 2019",
"Aug 19, 2019",
"Aug 19, 2019",
"Aug 19, 2019",
"Aug 20, 2019",
"Aug 20, 2019",
"Aug 20, 2019",
"Aug 20, 2019",
"Aug 20, 2019",
"Aug 20, 2019",
"Aug 20, 2019","102,854.887"
"Aug 20, 2019","93,727.275"
"Aug 20, 2019",
"Aug 20, 2019",
"Aug 20, 2019",
"Aug 20, 2019",
"Aug 20, 2019",
"Aug 20, 2019",
"Aug 21, 2019",
"Aug 21, 2019",
"Aug 21, 2019",
"Aug 21, 2019",
"Aug 21, 2019",
"Aug 21, 2019",
"Aug 21, 2019","94,661.622"
"Aug 21, 2019","116,978.08"
"Aug 21, 2019",
"Aug 21, 2019",
"Aug 21, 2019",
"Aug 21, 2019",
"Aug 21, 2019",
"Aug 21, 2019",
"Aug 22, 2019",
"Aug 22, 2019",
"Aug 22, 2019",
"Aug 22, 2019",
"Aug 22, 2019",
"Aug 22, 2019",
"Aug 22, 2019","114,145.162"
"Aug 22, 2019","90,013.578"
"Aug 22, 2019",
"Aug 22, 2019",
"Aug 22, 2019",
"Aug 22, 2019",
"Aug 22, 2019",
"Aug 22, 2019",
"Aug 23, 2019",
"Aug 23, 2019",
"Aug 23, 2019",
"Aug 23, 2019",
"Aug 23, 2019",
"Aug 23, 2019",
"Aug 23, 2019","184,145.239"
"Aug 23, 2019","175,110.686"
"Aug 23, 2019",
"Aug 23, 2019",
"Aug 23, 2019",
"Aug 23, 2019",
"Aug 23, 2019",
"Aug 23, 2019",
"Aug 24, 2019",
"Aug 24, 2019",
"Aug 24, 2019",
"Aug 24, 2019",
"Aug 24, 2019",
"Aug 24, 2019",
"Aug 24, 2019",
"Aug 24, 2019","176,260.247"
"Aug 24, 2019",
"Aug 24, 2019",
"Aug 24, 2019",
"Aug 24, 2019",
"Aug 24, 2019",
"Aug 24, 2019",
"Aug 25, 2019",
"Aug 25, 2019",
"Aug 25, 2019",
"Aug 25, 2019",
"Aug 25, 2019",
"Aug 25, 2019",
"Aug 25, 2019",
"Aug 25, 2019","169,606.857"
"Aug 25, 2019",
"Aug 25, 2019",
"Aug 25, 2019",
"Aug 25, 2019",
"Aug 25, 2019",
"Aug 25, 2019",
"Aug 25, 2019",
"Aug 26, 2019",
"Aug 26, 2019",
"Aug 26, 2019",
"Aug 26, 2019",
"Aug 26, 2019",
"Aug 26, 2019",
"Aug 26, 2019","178,696.067"
"Aug 26, 2019","142,310.587"
"Aug 26, 2019",
"Aug 26, 2019",
"Aug 26, 2019",
"Aug 26, 2019",
"Aug 26, 2019",
"Aug 26, 2019",
"Aug 27, 2019",
"Aug 27, 2019",
"Aug 27, 2019",
"Aug 27, 2019",
"Aug 27, 2019",
"Aug 27, 2019",
"Aug 27, 2019","315,670.385"
"Aug 27, 2019","160,921.184"
"Aug 27, 2019",
"Aug 27, 2019",
"Aug 27, 2019",
"Aug 27, 2019",
"Aug 27, 2019",
"Aug 27, 2019",
"Aug 28, 2019",
"Aug 28, 2019",
"Aug 28, 2019",
"Aug 28, 2019",
"Aug 28, 2019",
"Aug 28, 2019",
"Aug 28, 2019","188,299.102"
"Aug 28, 2019","115,902.522"
"Aug 28, 2019",
"Aug 28, 2019",
"Aug 28, 2019",
"Aug 28, 2019",
"Aug 28, 2019",
"Aug 28, 2019",
"Aug 29, 2019",
"Aug 29, 2019",
"Aug 29, 2019",
"Aug 29, 2019",
"Aug 29, 2019",
"Aug 29, 2019",
"Aug 29, 2019",
"Aug 29, 2019","154,238.693"
"Aug 29, 2019",
"Aug 29, 2019",
"Aug 29, 2019",
"Aug 29, 2019",
"Aug 29, 2019",
"Aug 29, 2019",
"Aug 30, 2019",
"Aug 30, 2019",
"Aug 30, 2019",
"Aug 30, 2019",
"Aug 30, 2019",
"Aug 30, 2019",
"Aug 30, 2019",
"Aug 30, 2019","128,715.666"
"Aug 30, 2019",
"Aug 30, 2019",
"Aug 30, 2019",
"Aug 30, 2019",
"Aug 30, 2019",
"Aug 30, 2019",
"Aug 30, 2019",
"Aug 31, 2019",
"Aug 31, 2019",
"Aug 31, 2019",
"Aug 31, 2019",
"Aug 31, 2019",
"Aug 31, 2019",
"Aug 31, 2019","156,704.748"
"Aug 31, 2019",
"Aug 31, 2019",
"Aug 31, 2019",
"Aug 31, 2019",
"Aug 31, 2019",
"Aug 31, 2019",
"Aug 31, 2019",
"Sep 1, 2019",
"Sep 1, 2019",
"Sep 1, 2019",
"Sep 1, 2019",
"Sep 1, 2019",
"Sep 1, 2019",
"Sep 1, 2019","90,978.233"
"Sep 1, 2019","103,460.898"
"Sep 1, 2019",
"Sep 1, 2019",
"Sep 1, 2019",
"Sep 1, 2019",
"Sep 1, 2019",
"Sep 1, 2019",
"Sep 2, 2019",
"Sep 2, 2019",
"Sep 2, 2019",
"Sep 2, 2019",
"Sep 2, 2019",
"Sep 2, 2019",
"Sep 2, 2019","118,146.931"
"Sep 2, 2019","114,436.755"
"Sep 2, 2019",
"Sep 2, 2019",
"Sep 2, 2019",
"Sep 2, 2019",
"Sep 2, 2019",
"Sep 2, 2019",
"Sep 3, 2019",
"Sep 3, 2019",
"Sep 3, 2019",
"Sep 3, 2019",
"Sep 3, 2019",
"Sep 3, 2019",
"Sep 3, 2019","93,264.604"
"Sep 3, 2019","82,507.578"
"Sep 3, 2019",
"Sep 3, 2019",
"Sep 3, 2019",
"Sep 3, 2019",
"Sep 3, 2019",
"Sep 3, 2019",
"Sep 4, 2019",
"Sep 4, 2019",
"Sep 4, 2019",
"Sep 4, 2019",
"Sep 4, 2019",
"Sep 4, 2019",
"Sep 4, 2019",
"Sep 4, 2019","87,184.269"
"Sep 4, 2019",
"Sep 4, 2019",
"Sep 4, 2019",
"Sep 4, 2019",
"Sep 4, 2019",
"Sep 4, 2019",
"Sep 4, 2019",
"Sep 5, 2019",
"Sep 5, 2019",
"Sep 5, 2019",
"Sep 5, 2019",
"Sep 5, 2019",
"Sep 5, 2019",
"Sep 5, 2019","118,482.257"
"Sep 5, 2019",
"Sep 5, 2019",
"Sep 5, 2019",
"Sep 5, 2019",
"Sep 5, 2019",
"Sep 5, 2019",
"Sep 5, 2019",
"Sep 6, 2019",
"Sep 6, 2019",
"Sep 6, 2019",
"Sep 6, 2019",
"Sep 6, 2019",
"Sep 6, 2019",
"Sep 6, 2019",
"Sep 6, 2019",
"Sep 6, 2019",
"Sep 6, 2019",
"Sep 6, 2019",
"Sep 6, 2019",
"Sep 6, 2019",
"Sep 6, 2019",
"Sep 7, 2019",
"Sep 7, 2019",
"Sep 7, 2019",
"Sep 7, 2019",
"Sep 7, 2019",
"Sep 7, 2019",
"Sep 7, 2019","78,732.967"
"Sep 7, 2019","96,966.624"
"Sep 7, 2019",
"Sep 7, 2019",
"Sep 7, 2019",
"Sep 7, 2019",
"Sep 7, 2019",
"Sep 7, 2019",
"Sep 8, 2019",
"Sep 8, 2019",
"Sep 8, 2019",
"Sep 8, 2019",
"Sep 8, 2019",
"Sep 8, 2019",
"Sep 8, 2019","103,367.573"
"Sep 8, 2019","99,590.981"
"Sep 8, 2019",
"Sep 8, 2019",
"Sep 8, 2019",
"Sep 8, 2019",
"Sep 8, 2019",
"Sep 8, 2019",
"Sep 9, 2019",
"Sep 9, 2019",
"Sep 9, 2019",
"Sep 9, 2019",
"Sep 9, 2019",
"Sep 9, 2019",
"Sep 9, 2019",
"Sep 9, 2019","131,722.631"
"Sep 9, 2019",
"Sep 9, 2019",
"Sep 9, 2019",
"Sep 9, 2019",
"Sep 9, 2019",
"Sep 9, 2019",
"Sep 10, 2019",
"Sep 10, 2019",
"Sep 10, 2019",
"Sep 10, 2019",
"Sep 10, 2019",
"Sep 10, 2019",
"Sep 10, 2019",
"Sep 10, 2019","115,602.916"
"Sep 10, 2019",
"Sep 10, 2019",
"Sep 10, 2019",
"Sep 10, 2019",
"Sep 10, 2019",
"Sep 10, 2019",
"Sep 10, 2019",
"Sep 11, 2019",
"Sep 11, 2019",
"Sep 11, 2019",
"Sep 11, 2019",
"Sep 11, 2019",
"Sep 11, 2019",
"Sep 11, 2019","102,281.766"
"Sep 11, 2019","174,295.731"
"Sep 11, 2019",
"Sep 11, 2019",
"Sep 11, 2019",
"Sep 11, 2019",
"Sep 11, 2019",
"Sep 11, 2019",
"Sep 12, 2019",
"Sep 12, 2019",
"Sep 12, 2019",
"Sep 12, 2019",
"Sep 12, 2019",
"Sep 12, 2019",
"Sep 12, 2019","105,511.688"
"Sep 12, 2019","91,761.364"
"Sep 12, 2019",
"Sep 12, 2019",
"Sep 12, 2019",
"Sep 12, 2019",
"Sep 12, 2019",
"Sep 12, 2019",
"Sep 13, 2019",
"Sep 13, 2019",
"Sep 13, 2019",
"Sep 13, 2019",
"Sep 13, 2019",
"Sep 13, 2019",
"Sep 13, 2019","144,500.608"
"Sep 13, 2019","184,275.061"
"Sep 13, 2019",
"Sep 13, 2019",
"Sep 13, 2019",
"Sep 13, 2019",
"Sep 13, 2019",
"Sep 13, 2019",
"Sep 14, 2019",
"Sep 14, 2019",
"Sep 14, 2019",
"Sep 14, 2019",
"Sep 14, 2019",
"Sep 14, 2019",
"Sep 14, 2019",
"Sep 14, 2019","314,441.833"
"Sep 14, 2019",
"Sep 14, 2019",
"Sep 14, 2019",
"Sep 14, 2019",
"Sep 14, 2019",
"Sep 14, 2019",
"Sep 15, 2019",
"Sep 15, 2019",
"Sep 15, 2019",
"Sep 15, 2019",
"Sep 15, 2019",
"Sep 15, 2019",
"Sep 15, 2019",
"Sep 15, 2019","119,543.997"
"Sep 15, 2019",
"Sep 15, 2019",
"Sep 15, 2019",
"Sep 15, 2019",
"Sep 15, 2019",
"Sep 15, 2019",
"Sep 15, 2019",
"Sep 16, 2019",
"Sep 16, 2019",
"Sep 16, 2019",
"Sep 16, 2019",
"Sep 16, 2019",
"Sep 16, 2019",
"Sep 16, 2019","145,155.481"
"Sep 16, 2019",
"Sep 16, 2019",
"Sep 16, 2019",
"Sep 16, 2019",
"Sep 16, 2019",
"Sep 16, 2019",
"Sep 16, 2019",
"Sep 17, 2019",
"Sep 17, 2019",
"Sep 17, 2019",
