system:time_start,NO2_column_number_density
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019","168,899.183"
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 30, 2019",
"Jan 30, 2019",
"Jan 30, 2019",
"Jan 30, 2019",
"Jan 30, 2019",
"Jan 30, 2019",
"Jan 30, 2019","146,683.828"
"Jan 30, 2019","109,937.095"
"Jan 30, 2019",
"Jan 30, 2019",
"Jan 30, 2019",
"Jan 30, 2019",
"Jan 30, 2019",
"Jan 30, 2019",
"Jan 31, 2019",
"Jan 31, 2019",
"Jan 31, 2019",
"Jan 31, 2019",
"Jan 31, 2019",
"Jan 31, 2019",
"Jan 31, 2019","522,306.389"
"Jan 31, 2019","270,600.303"
"Jan 31, 2019",
"Jan 31, 2019",
"Jan 31, 2019",
"Jan 31, 2019",
"Jan 31, 2019",
"Jan 31, 2019",
"Feb 1, 2019",
"Feb 1, 2019",
"Feb 1, 2019",
"Feb 1, 2019",
"Feb 1, 2019",
"Feb 1, 2019",
"Feb 1, 2019","237,569.684"
"Feb 1, 2019","296,767.225"
"Feb 1, 2019",
"Feb 1, 2019",
"Feb 1, 2019",
"Feb 1, 2019",
"Feb 1, 2019",
"Feb 1, 2019",
"Feb 2, 2019",
"Feb 2, 2019",
"Feb 2, 2019",
"Feb 2, 2019",
"Feb 2, 2019",
"Feb 2, 2019",
"Feb 2, 2019",
"Feb 2, 2019","141,429.813"
"Feb 2, 2019",
"Feb 2, 2019",
"Feb 2, 2019",
"Feb 2, 2019",
"Feb 2, 2019",
"Feb 2, 2019",
"Feb 3, 2019",
"Feb 3, 2019",
"Feb 3, 2019",
"Feb 3, 2019",
"Feb 3, 2019",
"Feb 3, 2019",
"Feb 3, 2019",
"Feb 3, 2019","98,019.799"
"Feb 3, 2019",
"Feb 3, 2019",
"Feb 3, 2019",
"Feb 3, 2019",
"Feb 3, 2019",
"Feb 3, 2019",
"Feb 3, 2019",
"Feb 4, 2019",
"Feb 4, 2019",
"Feb 4, 2019",
"Feb 4, 2019",
"Feb 4, 2019",
"Feb 4, 2019",
"Feb 4, 2019","179,672.403"
"Feb 4, 2019",
"Feb 4, 2019",
"Feb 4, 2019",
"Feb 4, 2019",
"Feb 4, 2019",
"Feb 4, 2019",
"Feb 4, 2019",
"Feb 5, 2019",
"Feb 5, 2019",
"Feb 5, 2019",
"Feb 5, 2019",
"Feb 5, 2019",
"Feb 5, 2019",
"Feb 5, 2019","239,825.694"
"Feb 5, 2019","387,638.186"
"Feb 5, 2019",
"Feb 5, 2019",
"Feb 5, 2019",
"Feb 5, 2019",
"Feb 5, 2019",
"Feb 5, 2019",
"Feb 6, 2019",
"Feb 6, 2019",
"Feb 6, 2019",
"Feb 6, 2019",
"Feb 6, 2019",
"Feb 6, 2019",
"Feb 6, 2019","359,775.637"
"Feb 6, 2019","253,731.273"
"Feb 6, 2019",
"Feb 6, 2019",
"Feb 6, 2019",
"Feb 6, 2019",
"Feb 6, 2019",
"Feb 6, 2019",
"Feb 7, 2019",
"Feb 7, 2019",
"Feb 7, 2019",
"Feb 7, 2019",
"Feb 7, 2019",
"Feb 7, 2019",
"Feb 7, 2019","98,634.624"
"Feb 7, 2019","101,485.59"
"Feb 7, 2019",
"Feb 7, 2019",
"Feb 7, 2019",
"Feb 7, 2019",
"Feb 7, 2019",
"Feb 7, 2019",
"Feb 8, 2019",
"Feb 8, 2019",
"Feb 8, 2019",
"Feb 8, 2019",
"Feb 8, 2019",
"Feb 8, 2019",
"Feb 8, 2019",
"Feb 8, 2019","165,931.565"
"Feb 8, 2019",
"Feb 8, 2019",
"Feb 8, 2019",
"Feb 8, 2019",
"Feb 8, 2019",
"Feb 8, 2019",
"Feb 8, 2019",
"Feb 9, 2019",
"Feb 9, 2019",
"Feb 9, 2019",
"Feb 9, 2019",
"Feb 9, 2019",
"Feb 9, 2019",
"Feb 9, 2019","127,175.484"
"Feb 9, 2019",
"Feb 9, 2019",
"Feb 9, 2019",
"Feb 9, 2019",
"Feb 9, 2019",
"Feb 9, 2019",
"Feb 9, 2019",
"Feb 10, 2019",
"Feb 10, 2019",
"Feb 10, 2019",
"Feb 10, 2019",
"Feb 10, 2019",
"Feb 10, 2019",
"Feb 10, 2019","97,461.824"
"Feb 10, 2019","78,079.732"
"Feb 10, 2019",
"Feb 10, 2019",
"Feb 10, 2019",
"Feb 10, 2019",
"Feb 10, 2019",
"Feb 10, 2019",
"Feb 11, 2019",
"Feb 11, 2019",
"Feb 11, 2019",
"Feb 11, 2019",
"Feb 11, 2019",
"Feb 11, 2019","78,225.754"
"Feb 11, 2019","85,761.504"
"Feb 11, 2019",
"Feb 11, 2019",
"Feb 11, 2019",
"Feb 11, 2019",
"Feb 11, 2019",
"Feb 11, 2019",
"Feb 12, 2019",
"Feb 12, 2019",
"Feb 12, 2019",
"Feb 12, 2019",
"Feb 12, 2019",
"Feb 12, 2019",
"Feb 12, 2019","189,221.007"
"Feb 12, 2019","382,984.722"
"Feb 12, 2019",
"Feb 12, 2019",
"Feb 12, 2019",
"Feb 12, 2019",
"Feb 12, 2019",
"Feb 12, 2019",
"Feb 13, 2019",
"Feb 13, 2019",
"Feb 13, 2019",
"Feb 13, 2019",
"Feb 13, 2019",
"Feb 13, 2019",
"Feb 13, 2019",
"Feb 13, 2019","201,346.505"
"Feb 13, 2019",
"Feb 13, 2019",
"Feb 13, 2019",
"Feb 13, 2019",
"Feb 13, 2019",
"Feb 13, 2019",
"Feb 13, 2019",
"Feb 14, 2019",
"Feb 14, 2019",
"Feb 14, 2019",
"Feb 14, 2019",
"Feb 14, 2019",
"Feb 14, 2019",
"Feb 14, 2019","160,533.053"
"Feb 14, 2019",
"Feb 14, 2019",
"Feb 14, 2019",
"Feb 14, 2019",
"Feb 14, 2019",
"Feb 14, 2019",
"Feb 14, 2019",
"Feb 15, 2019",
"Feb 15, 2019",
"Feb 15, 2019",
"Feb 15, 2019",
"Feb 15, 2019",
"Feb 15, 2019",
"Feb 15, 2019","210,686.173"
"Feb 15, 2019","216,319.725"
"Feb 15, 2019",
"Feb 15, 2019",
"Feb 15, 2019",
"Feb 15, 2019",
"Feb 15, 2019",
"Feb 15, 2019",
"Feb 16, 2019",
"Feb 16, 2019",
"Feb 16, 2019",
"Feb 16, 2019",
"Feb 16, 2019",
"Feb 16, 2019",
"Feb 16, 2019","233,473.716"
"Feb 16, 2019","440,991.421"
"Feb 16, 2019",
"Feb 16, 2019",
"Feb 16, 2019",
"Feb 16, 2019",
"Feb 16, 2019",
"Feb 16, 2019",
"Feb 17, 2019",
"Feb 17, 2019",
"Feb 17, 2019",
"Feb 17, 2019",
"Feb 17, 2019",
"Feb 17, 2019",
"Feb 17, 2019","133,223.038"
"Feb 17, 2019","170,988.79"
"Feb 17, 2019",
"Feb 17, 2019",
"Feb 17, 2019",
"Feb 17, 2019",
"Feb 17, 2019",
"Feb 17, 2019",
"Feb 18, 2019",
"Feb 18, 2019",
"Feb 18, 2019",
"Feb 18, 2019",
"Feb 18, 2019",
"Feb 18, 2019",
"Feb 18, 2019",
"Feb 18, 2019","274,819.314"
"Feb 18, 2019",
"Feb 18, 2019",
"Feb 18, 2019",
"Feb 18, 2019",
"Feb 18, 2019",
"Feb 18, 2019",
"Feb 19, 2019",
"Feb 19, 2019",
"Feb 19, 2019",
"Feb 19, 2019",
"Feb 19, 2019",
"Feb 19, 2019",
"Feb 19, 2019",
"Feb 19, 2019","326,755.14"
"Feb 19, 2019",
"Feb 19, 2019",
"Feb 19, 2019",
"Feb 19, 2019",
"Feb 19, 2019",
"Feb 19, 2019",
"Feb 19, 2019",
"Feb 20, 2019",
"Feb 20, 2019",
"Feb 20, 2019",
"Feb 20, 2019",
"Feb 20, 2019",
"Feb 20, 2019",
"Feb 20, 2019","385,102.316"
"Feb 20, 2019",
"Feb 20, 2019",
"Feb 20, 2019",
"Feb 20, 2019",
"Feb 20, 2019",
"Feb 20, 2019",
"Feb 20, 2019",
"Feb 21, 2019",
"Feb 21, 2019",
"Feb 21, 2019",
"Feb 21, 2019",
"Feb 21, 2019",
"Feb 21, 2019",
"Feb 21, 2019","484,193.267"
"Feb 21, 2019","577,585.595"
"Feb 21, 2019",
"Feb 21, 2019",
"Feb 21, 2019",
"Feb 21, 2019",
"Feb 21, 2019",
"Feb 21, 2019",
"Feb 22, 2019",
"Feb 22, 2019",
"Feb 22, 2019",
"Feb 22, 2019",
"Feb 22, 2019",
"Feb 22, 2019",
"Feb 22, 2019","253,691.151"
"Feb 22, 2019","240,253.821"
"Feb 22, 2019",
"Feb 22, 2019",
"Feb 22, 2019",
"Feb 22, 2019",
"Feb 22, 2019",
"Feb 22, 2019",
"Feb 23, 2019",
"Feb 23, 2019",
"Feb 23, 2019",
"Feb 23, 2019",
"Feb 23, 2019",
"Feb 23, 2019",
"Feb 23, 2019","115,153.658"
"Feb 23, 2019","134,776.355"
"Feb 23, 2019",
"Feb 23, 2019",
"Feb 23, 2019",
"Feb 23, 2019",
"Feb 23, 2019",
"Feb 23, 2019",
"Feb 24, 2019",
"Feb 24, 2019",
"Feb 24, 2019",
"Feb 24, 2019",
"Feb 24, 2019",
"Feb 24, 2019",
"Feb 24, 2019",
"Feb 24, 2019","159,784.372"
"Feb 24, 2019",
"Feb 24, 2019",
"Feb 24, 2019",
"Feb 24, 2019",
"Feb 24, 2019",
"Feb 24, 2019",
"Feb 24, 2019",
"Feb 25, 2019",
"Feb 25, 2019",
"Feb 25, 2019",
"Feb 25, 2019",
"Feb 25, 2019",
"Feb 25, 2019",
"Feb 25, 2019","169,503.818"
"Feb 25, 2019",
"Feb 25, 2019",
"Feb 25, 2019",
"Feb 25, 2019",
"Feb 25, 2019",
"Feb 25, 2019",
"Feb 25, 2019",
"Feb 26, 2019",
"Feb 26, 2019",
"Feb 26, 2019",
"Feb 26, 2019",
"Feb 26, 2019",
"Feb 26, 2019",
"Feb 26, 2019","212,792.114"
"Feb 26, 2019","153,541.732"
"Feb 26, 2019",
"Feb 26, 2019",
"Feb 26, 2019",
"Feb 26, 2019",
"Feb 26, 2019",
"Feb 26, 2019",
"Feb 27, 2019",
"Feb 27, 2019",
"Feb 27, 2019",
"Feb 27, 2019",
"Feb 27, 2019",
"Feb 27, 2019",
"Feb 27, 2019","361,808.562"
"Feb 27, 2019","501,747.598"
"Feb 27, 2019",
"Feb 27, 2019",
"Feb 27, 2019",
"Feb 27, 2019",
"Feb 27, 2019",
"Feb 27, 2019",
"Feb 28, 2019",
"Feb 28, 2019",
"Feb 28, 2019",
"Feb 28, 2019",
"Feb 28, 2019",
"Feb 28, 2019",
"Feb 28, 2019","53,500.235"
"Feb 28, 2019","96,107.559"
"Feb 28, 2019",
"Feb 28, 2019",
"Feb 28, 2019",
"Feb 28, 2019",
"Feb 28, 2019",
"Feb 28, 2019",
"Mar 1, 2019",
"Mar 1, 2019",
"Mar 1, 2019",
"Mar 1, 2019",
"Mar 1, 2019",
"Mar 1, 2019",
"Mar 1, 2019",
"Mar 1, 2019","90,319.979"
"Mar 1, 2019",
"Mar 1, 2019",
"Mar 1, 2019",
"Mar 1, 2019",
"Mar 1, 2019",
"Mar 1, 2019",
"Mar 1, 2019",
"Mar 2, 2019",
"Mar 2, 2019",
"Mar 2, 2019",
"Mar 2, 2019",
"Mar 2, 2019",
"Mar 2, 2019",
"Mar 2, 2019","103,828.973"
"Mar 2, 2019",
"Mar 2, 2019",
"Mar 2, 2019",
"Mar 2, 2019",
"Mar 2, 2019",
"Mar 2, 2019",
"Mar 2, 2019",
"Mar 3, 2019",
"Mar 3, 2019",
"Mar 3, 2019",
"Mar 3, 2019",
"Mar 3, 2019",
"Mar 3, 2019",
"Mar 3, 2019","132,139.906"
"Mar 3, 2019","169,029.231"
"Mar 3, 2019",
"Mar 3, 2019",
"Mar 3, 2019",
"Mar 3, 2019",
"Mar 3, 2019",
"Mar 3, 2019",
"Mar 4, 2019",
"Mar 4, 2019",
"Mar 4, 2019",
"Mar 4, 2019",
"Mar 4, 2019",
"Mar 4, 2019",
"Mar 4, 2019","72,867.637"
"Mar 4, 2019","81,876.523"
"Mar 4, 2019",
"Mar 4, 2019",
"Mar 4, 2019",
"Mar 4, 2019",
"Mar 4, 2019",
"Mar 4, 2019",
"Mar 5, 2019",
"Mar 5, 2019",
"Mar 5, 2019",
"Mar 5, 2019",
"Mar 5, 2019",
"Mar 5, 2019",
"Mar 5, 2019","87,045.84"
"Mar 5, 2019","178,217.704"
"Mar 5, 2019",
"Mar 5, 2019",
"Mar 5, 2019",
"Mar 5, 2019",
"Mar 5, 2019",
"Mar 5, 2019",
"Mar 6, 2019",
"Mar 6, 2019",
"Mar 6, 2019",
"Mar 6, 2019",
"Mar 6, 2019",
"Mar 6, 2019",
"Mar 6, 2019",
"Mar 6, 2019","207,524.661"
"Mar 6, 2019",
"Mar 6, 2019",
"Mar 6, 2019",
"Mar 6, 2019",
"Mar 6, 2019",
"Mar 6, 2019",
"Mar 7, 2019",
"Mar 7, 2019",
"Mar 7, 2019",
"Mar 7, 2019",
"Mar 7, 2019",
"Mar 7, 2019",
"Mar 7, 2019",
"Mar 7, 2019","97,659.153"
"Mar 7, 2019",
"Mar 7, 2019",
"Mar 7, 2019",
"Mar 7, 2019",
"Mar 7, 2019",
"Mar 7, 2019",
"Mar 7, 2019",
"Mar 8, 2019",
"Mar 8, 2019",
"Mar 8, 2019",
"Mar 8, 2019",
"Mar 8, 2019",
"Mar 8, 2019",
"Mar 8, 2019","145,105.513"
"Mar 8, 2019",
"Mar 8, 2019",
"Mar 8, 2019",
"Mar 8, 2019",
"Mar 8, 2019",
"Mar 8, 2019",
"Mar 8, 2019",
"Mar 9, 2019",
"Mar 9, 2019",
"Mar 9, 2019",
"Mar 9, 2019",
"Mar 9, 2019",
"Mar 9, 2019",
"Mar 9, 2019","80,278.415"
"Mar 9, 2019","98,469.149"
"Mar 9, 2019",
"Mar 9, 2019",
"Mar 9, 2019",
"Mar 9, 2019",
"Mar 9, 2019",
"Mar 9, 2019",
"Mar 10, 2019",
"Mar 10, 2019",
"Mar 10, 2019",
"Mar 10, 2019",
"Mar 10, 2019",
"Mar 10, 2019",
"Mar 10, 2019","78,216.223"
"Mar 10, 2019","84,561.579"
"Mar 10, 2019",
"Mar 10, 2019",
"Mar 10, 2019",
"Mar 10, 2019",
"Mar 10, 2019",
"Mar 10, 2019",
"Mar 11, 2019",
"Mar 11, 2019",
"Mar 11, 2019",
"Mar 11, 2019",
"Mar 11, 2019",
"Mar 11, 2019",
"Mar 11, 2019","70,205.255"
"Mar 11, 2019","84,110.598"
"Mar 11, 2019",
"Mar 11, 2019",
"Mar 11, 2019",
"Mar 11, 2019",
"Mar 11, 2019",
"Mar 11, 2019",
"Mar 12, 2019",
"Mar 12, 2019",
"Mar 12, 2019",
"Mar 12, 2019",
"Mar 12, 2019",
"Mar 12, 2019",
"Mar 12, 2019",
"Mar 12, 2019","105,074.342"
"Mar 12, 2019",
"Mar 12, 2019",
"Mar 12, 2019",
"Mar 12, 2019",
"Mar 12, 2019",
"Mar 12, 2019",
"Mar 12, 2019",
"Mar 13, 2019",
"Mar 13, 2019",
"Mar 13, 2019",
"Mar 13, 2019",
"Mar 13, 2019",
"Mar 13, 2019",
"Mar 13, 2019","91,315.522"
"Mar 13, 2019",
"Mar 13, 2019",
"Mar 13, 2019",
"Mar 13, 2019",
"Mar 13, 2019",
"Mar 13, 2019",
"Mar 13, 2019",
"Mar 14, 2019",
"Mar 14, 2019",
"Mar 14, 2019",
"Mar 14, 2019",
"Mar 14, 2019",
"Mar 14, 2019",
"Mar 14, 2019","146,192.736"
"Mar 14, 2019","129,865.493"
"Mar 14, 2019",
"Mar 14, 2019",
"Mar 14, 2019",
"Mar 14, 2019",
"Mar 14, 2019",
"Mar 14, 2019",
"Mar 15, 2019",
"Mar 15, 2019",
"Mar 15, 2019",
"Mar 15, 2019",
"Mar 15, 2019",
"Mar 15, 2019",
"Mar 15, 2019","281,927.307"
"Mar 15, 2019","180,103.59"
"Mar 15, 2019",
"Mar 15, 2019",
"Mar 15, 2019",
"Mar 15, 2019",
"Mar 15, 2019",
"Mar 15, 2019",
"Mar 16, 2019",
"Mar 16, 2019",
"Mar 16, 2019",
"Mar 16, 2019",
"Mar 16, 2019",
"Mar 16, 2019",
"Mar 16, 2019","143,984.605"
"Mar 16, 2019","108,967.56"
"Mar 16, 2019",
"Mar 16, 2019",
"Mar 16, 2019",
"Mar 16, 2019",
"Mar 16, 2019",
"Mar 16, 2019",
"Mar 17, 2019",
"Mar 17, 2019",
"Mar 17, 2019",
"Mar 17, 2019",
"Mar 17, 2019",
"Mar 17, 2019",
"Mar 17, 2019",
"Mar 17, 2019","69,128.87"
"Mar 17, 2019",
"Mar 17, 2019",
"Mar 17, 2019",
"Mar 17, 2019",
"Mar 17, 2019",
"Mar 17, 2019",
"Mar 17, 2019",
"Mar 18, 2019",
"Mar 18, 2019",
"Mar 18, 2019",
"Mar 18, 2019",
"Mar 18, 2019",
"Mar 18, 2019",
"Mar 18, 2019","97,290.258"
"Mar 18, 2019",
"Mar 18, 2019",
"Mar 18, 2019",
"Mar 18, 2019",
"Mar 18, 2019",
"Mar 18, 2019",
"Mar 18, 2019",
"Mar 19, 2019",
"Mar 19, 2019",
"Mar 19, 2019",
"Mar 19, 2019",
"Mar 19, 2019",
"Mar 19, 2019",
"Mar 19, 2019","539,780.599"
"Mar 19, 2019","264,609.634"
"Mar 19, 2019",
"Mar 19, 2019",
"Mar 19, 2019",
